title,,authors,journal,doi
"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",,"Puranaveja, Suphasawatt; Poolperm, Pariwat; Lertwatcharasarakul, Preeda; Kesdaengsakonwut, Sawang; Boonsoongnern, Alongkot; Urairong, Kitcha; Kitikoon, Pravina; Choojai, Porjit; Kedkovid, Roongtham; Teankum, Komkrich; Thanawongnuwech, Roongroje",Emerg Infect Dis,10.3201/eid1507.081256
Viral upper respiratory tract infection and otitis media complication in young children,,"Chonmaitree, Tasnee; Revai, Krystal; Grady, James J.; Clos, Audra; Patel, Janak A.; Nair, Sangeeta; Fan, Jiang; Henrickson, Kelly J.",Clinical Infectious Diseases,10.1086/528685
"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",,"Moyer, Cheryl A; Yang, Huixia; Kwawukume, Yao; Gupta, Anu; Zhu, YuChun; Koranteng, Isaac; Elsayed, Yasmin; Wei, YuMei; Greene, Jonathan; Calhoun, Cecilia; Ekpo, Geraldine; Beems, Megan; Ryan, Megan; Adanu, Richard; Anderson, Frank",BMC Pregnancy Childbirth,10.1186/1471-2393-9-39
RNase L Mediated Protection from Virus Induced Demyelination,,"Ireland, Derek D. C.; Stohlman, Stephen A.; Hinton, David R.; Kapil, Parul; Silverman, Robert H.; Atkinson, Roscoe A.; Bergmann, Cornelia C.",PLoS Pathog,10.1371/journal.ppat.1000602
Systems Integration of Biodefense Omics Data for Analysis of Pathogen-Host Interactions and Identification of Potential Targets,,"McGarvey, Peter B.; Huang, Hongzhan; Mazumder, Raja; Zhang, Jian; Chen, Yongxing; Zhang, Chengdong; Cammer, Stephen; Will, Rebecca; Odle, Margie; Sobral, Bruno; Moore, Margaret; Wu, Cathy H.",PLoS One,10.1371/journal.pone.0007162
Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,,"Fooks, Anthony R.; Johnson, Nicholas; Freuling, Conrad M.; Wakeley, Philip R.; Banyard, Ashley C.; McElhinney, Lorraine M.; Marston, Denise A.; Dastjerdi, Akbar; Wright, Edward; Weiss, Robin A.; Müller, Thomas",PLoS Negl Trop Dis,10.1371/journal.pntd.0000530
Prospects for control of emerging infectious diseases with plasmid DNA vaccines,,"Moss, Ronald B",J Immune Based Ther Vaccines,10.1186/1476-8518-7-3
Nationwide epidemiological study of severe gallstone disease in Taiwan,,"Huang, John; Chang, Chia-Hsuin; Wang, Juin-Ling; Kuo, Hsu-Ko; Lin, Jou-Wei; Shau, Wen-Yi; Lee, Po-Huang",BMC Gastroenterol,10.1186/1471-230x-9-63
High quality protein microarray using in situ protein purification,,"Kwon, Keehwan; Grose, Carissa; Pieper, Rembert; Pandya, Gagan A; Fleischmann, Robert D; Peterson, Scott N",BMC Biotechnol,10.1186/1472-6750-9-72
Human Adenovirus 14a: A New Epidemic Threat,,"Gray, Gregory C.; Chorazy, Margaret L.",The Journal of Infectious Diseases,10.1086/598522
Validation of a short form Wisconsin Upper Respiratory Symptom Survey (WURSS-21),,"Barrett, Bruce; Brown, Roger L; Mundt, Marlon P; Thomas, Gay R; Barlow, Shari K; Highstrom, Alex D; Bahrainian, Mozhdeh",Health Qual Life Outcomes,10.1186/1477-7525-7-76
Physical interventions to interrupt or reduce the spread of respiratory viruses: systematic review,,"Jefferson, Tom; Del Mar, Chris; Dooley, Liz; Ferroni, Eliana; Al-Ansary, Lubna A; Bawazeer, Ghada A; van Driel, Mieke L; Foxlee, Ruth; Rivetti, Alessandro",BMJ,10.1136/bmj.b3675
A case for a CUG-initiated coding sequence overlapping torovirus ORF1a and encoding a novel 30 kDa product,,"Firth, Andrew E; Atkins, John F",Virol J,10.1186/1743-422x-6-136
Ducks: The “Trojan Horses” of H5N1 influenza,,"Kim, Jeong‐Ki; Negovetich, Nicholas J.; Forrest, Heather L.; Webster, Robert G.",Influenza Other Respir Viruses,10.1111/j.1750-2659.2009.00084.x
The spike protein of SARS-CoV — a target for vaccine and therapeutic development,,"Du, Lanying; He, Yuxian; Zhou, Yusen; Liu, Shuwen; Zheng, Bo-Jian; Jiang, Shibo",Nature Reviews Microbiology,10.1038/nrmicro2090
An Overview of Patent Law as Applied to the Field of Veterinary Medicine,,"Gould, James M.",The AAPS Journal,10.1208/s12248-007-9005-4
Development of a fluorescent quantitative real-time polymerase chain reaction assay for the detection of Goose parvovirus in vivo,,"Yang, Jin-Long; Cheng, An-Chun; Wang, Ming-Shu; Pan, Kang-Cheng; Li, Min; Guo, Yu-Fei; Li, Chuan-Feng; Zhu, De-Kang; Chen, Xiao-Yue",Virol J,10.1186/1743-422x-6-142
The Key Role of Genomics in Modern Vaccine and Drug Design for Emerging Infectious Diseases,,"Seib, Kate L.; Dougan, Gordon; Rappuoli, Rino",PLoS Genet,10.1371/journal.pgen.1000612
Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1,,"Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel",PLoS One,10.1371/journal.pone.0007211
Proteomics computational analyses suggest that the bornavirus glycoprotein is a class III viral fusion protein (γ penetrene),,"Garry, Courtney E; Garry, Robert F",Virol J,10.1186/1743-422x-6-145
An effective docking strategy for virtual screening based on multi-objective optimization algorithm,,"Li, Honglin; Zhang, Hailei; Zheng, Mingyue; Luo, Jie; Kang, Ling; Liu, Xiaofeng; Wang, Xicheng; Jiang, Hualiang",BMC Bioinformatics,10.1186/1471-2105-10-58
Efficient oligonucleotide probe selection for pan-genomic tiling arrays,,"Phillippy, Adam M; Deng, Xiangyu; Zhang, Wei; Salzberg, Steven L",BMC Bioinformatics,10.1186/1471-2105-10-293
Macrophage interleukin-6 and tumour necrosis factor-α are induced by coronavirus fixation to Toll-like receptor 2/heparan sulphate receptors but not carcinoembryonic cell adhesion antigen 1a,,"Jacques, Alexandre; Bleau, Christian; Turbide, Claire; Beauchemin, Nicole; Lamontagne, Lucie",Immunology,10.1111/j.1365-2567.2008.02946.x
A synergistic interferon-γ production is induced by mouse hepatitis virus in interleukin-12 (IL-12)/IL-18-activated natural killer cells and modulated by carcinoembryonic antigen-related cell adhesion molecules (CEACAM) 1a receptor,,"Jacques, Alexandre; Bleau, Christian; Turbide, Claire; Beauchemin, Nicole; Lamontagne, Lucie",Immunology,10.1111/j.1365-2567.2008.03030.x
Procalcitonin levels and bacterial aetiology among COPD patients admitted to the ICU with severe pneumonia: a prospective cohort study,,"Daubin, Cédric; Parienti, Jean-Jacques; Fradin, Sabine; Vabret, Astrid; Ramakers, Michel; Terzi, Nicolas; Freymuth, François; Charbonneau, Pierre; du Cheyron, Damien",BMC Infect Dis,10.1186/1471-2334-9-157
The Replicase Gene of Avian Coronavirus Infectious Bronchitis Virus Is a Determinant of Pathogenicity,,"Armesto, Maria; Cavanagh, Dave; Britton, Paul",PLoS One,10.1371/journal.pone.0007384
Extraction and characterization of the rhesus macaque T cell receptor β-chain genes,,"Greenaway, Hui Yee; Kurniawan, Monica; Price, David A; Douek, Daniel C; Davenport, Miles P; Venturi, Vanessa",Immunol Cell Biol,10.1038/icb.2009.38
Peptide Nanoparticles as Novel Immunogens: Design and Analysis of a Prototypic Severe Acute Respiratory Syndrome Vaccine,,"Pimentel, Tais A. P. F.; Yan, Zhe; Jeffers, Scott A.; Holmes, Kathryn V.; Hodges, Robert S.; Burkhard, Peter",Chemical Biology & Drug Design,10.1111/j.1747-0285.2008.00746.x
Computational Resources in Infectious Disease: Limitations and Challenges,,"Berglund, Eva C.; Nystedt, Björn; Andersson, Siv G. E.",PLoS Comput Biol,10.1371/journal.pcbi.1000481
"The Role of Genomics in the Identification, Prediction, and Prevention of Biological Threats",,"Fricke, W. Florian; Rasko, David A.; Ravel, Jacques",PLoS Biol,10.1371/journal.pbio.1000217
Can an Infectious Disease Genomics Project Predict and Prevent the Next Pandemic?,,"Gupta, Rajesh; Michalski, Mark H.; Rijsberman, Frank R.",PLoS Biol,10.1371/journal.pbio.1000219
Inhibition of RNA Recruitment and Replication of an RNA Virus by Acridine Derivatives with Known Anti-Prion Activities,,"Sasvari, Zsuzsanna; Bach, Stéphane; Blondel, Marc; Nagy, Peter D.",PLoS One,10.1371/journal.pone.0007376
Genomics of Emerging Infectious Disease: A PLoS Collection,,"Eisen, Jonathan A.; MacCallum, Catriona J.",PLoS Biol,10.1371/journal.pbio.1000224
Primary biliary cirrhosis,,"Hohenester, Simon; Oude-Elferink, Ronald P. J.; Beuers, Ulrich",Semin Immunopathol,10.1007/s00281-009-0164-5
Impairment of germline transmission after blastocyst injection with murine embryonic stem cells cultured with mouse hepatitis virus and mouse minute virus,,"Mahabir, E.; Reindl, K.; Mysliwietz, J.; Needham, J.; Bulian, D.; Markoullis, K.; Scherb, H.; Schmidt, J.",Transgenic Res,10.1007/s11248-008-9216-1
Up-Regulation of Hepatitis C Virus Replication and Production by Inhibition of MEK/ERK Signaling,,"Ndjomou, Jean; Park, In-woo; Liu, Ying; Mayo, Lindsey D.; He, Johnny J.",PLoS One,10.1371/journal.pone.0007498
Cytokine Profiles in Human Immunodeficiency Virus-Infected Children Treated With Highly Active Antiretroviral Therapy,,"Jones, Brian M; Chiu, Susan SS; Wong, Wilfred HS; Lim, Wilina WL; Lau, Yu-lung",J Int AIDS Soc,10.1186/1758-2652-7-2-71
Mutagenesis of the fusion peptide-like domain of hepatitis C virus E1 glycoprotein: involvement in cell fusion and virus entry,,"Li, Hsiao-Fen; Huang, Chia-Hsuan; Ai, Li-Shuang; Chuang, Chin-Kai; Chen, Steve SL",J Biomed Sci,10.1186/1423-0127-16-89
"Analysis of trends in emergency department attendances, hospital admissions and medical staffing in a Hong Kong university hospital: 5-year study",,"Wai, Abraham K. C.; Chor, C. M.; Lee, Allen T. C.; Sittambunka, Yuwares; Graham, Colin A.; Rainer, Timothy H.",Int J Emerg Med,10.1007/s12245-009-0098-7
ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,,"Severgnini, Marco; Cremonesi, Paola; Consolandi, Clarissa; Caredda, Giada; De Bellis, Gianluca; Castiglioni, Bianca",Nucleic Acids Res,10.1093/nar/gkp499
Detection of HIV-1 RNA/DNA and CD4 mRNA in feces and urine from chronic HIV-1 infected subjects with and without anti-retroviral therapy,,"Chakrabarti, Ayan K; Caruso, Lori; Ding, Ming; Shen, Chengli; Buchanan, William; Gupta, Phalguni; Rinaldo, Charles R; Chen, Yue",AIDS Res Ther,10.1186/1742-6405-6-20
Small islands and pandemic influenza: Potential benefits and limitations of travel volume reduction as a border control measure,,"Eichner, Martin; Schwehm, Markus; Wilson, Nick; Baker, Michael G",BMC Infect Dis,10.1186/1471-2334-9-160
Evasion by Stealth: Inefficient Immune Activation Underlies Poor T Cell Response and Severe Disease in SARS-CoV-Infected Mice,,"Zhao, Jincun; Zhao, Jingxian; Van Rooijen, Nico; Perlman, Stanley",PLoS Pathog,10.1371/journal.ppat.1000636
C-terminal domain of SARS-CoV main protease can form a 3D domain-swapped dimer,,"Zhong, Nan; Zhang, Shengnan; Xue, Fei; Kang, Xue; Zou, Peng; Chen, Jiaxuan; Liang, Chao; Rao, Zihe; Jin, Changwen; Lou, Zhiyong; Xia, Bin",Protein Science,10.1002/pro.76
Cough-generated aerosols of Pseudomonas aeruginosa and other Gram-negative bacteria from patients with cystic fibrosis,,"Wainwright, C E; France, M W; O’Rourke, P; Anuj, S; Kidd, T J; Nissen, M D; Sloots, T P; Coulter, C; Ristovski, Z; Hargreaves, M; Rose, B R; Harbour, C; Bell, S C; Fennelly, K P",Thorax,10.1136/thx.2008.112466
"Chloroplast-Derived Vaccine Antigens and Biopharmaceuticals: Expression, Folding, Assembly and Functionality",,"Chebolu, S.; Daniell, H.",Plant-produced Microbial Vaccines,10.1007/978-3-540-70868-1_3
Evidence of HIV-1 adaptation to host HLA alleles following chimp-to-human transmission,,"Ngandu, Nobubelo K; Seoighe, Cathal; Scheffler, Konrad",Virol J,10.1186/1743-422x-6-164
"Initial psychological responses to Influenza A, H1N1 (""Swine flu"")",,"Goodwin, Robin; Haque, Shamsul; Neto, Felix; Myers, Lynn B",BMC Infect Dis,10.1186/1471-2334-9-166
A Neutralizing Human Monoclonal Antibody Protects against Lethal Disease in a New Ferret Model of Acute Nipah Virus Infection,,"Bossart, Katharine N.; Zhu, Zhongyu; Middleton, Deborah; Klippel, Jessica; Crameri, Gary; Bingham, John; McEachern, Jennifer A.; Green, Diane; Hancock, Timothy J.; Chan, Yee-Peng; Hickey, Andrew C.; Dimitrov, Dimiter S.; Wang, Lin-Fa; Broder, Christopher C.",PLoS Pathog,10.1371/journal.ppat.1000642
The influenza A(H1N1) epidemic in Mexico. Lessons learned,,"Córdova-Villalobos, José A; Sarti, Elsa; Arzoz-Padrés, Jacqueline; Manuell-Lee, Gabriel; Méndez, Josefina Romero; Kuri-Morales, Pablo",Health Res Policy Syst,10.1186/1478-4505-7-21
A Protective Role for ELR+ Chemokines during Acute Viral Encephalomyelitis,,"Hosking, Martin P.; Liu, Liping; Ransohoff, Richard M.; Lane, Thomas E.",PLoS Pathog,10.1371/journal.ppat.1000648
New journal selection for quantitative survey of infectious disease research: application for Asian trend analysis,,"Takahashi-Omoe, Hiromi; Omoe, Katsuhiko; Okabe, Nobuhiko",BMC Med Res Methodol,10.1186/1471-2288-9-67
Barriers and supports to implementation of MDI/spacer use in nine Canadian pediatric emergency departments: a qualitative study,,"Scott, Shannon D; Osmond, Martin H; O'Leary, Kathy A; Graham, Ian D; Grimshaw, Jeremy; Klassen, Terry",Implement Sci,10.1186/1748-5908-4-65
Coronavirus Infection and Hospitalizations for Acute Respiratory Illness in Young Children,,"Talbot, H. Keipp B.; Crowe, James E.; Edwards, Kathryn M.; Griffin, Marie R.; Zhu, Yuwei; Weinberg, Geoffrey A.; Szilagyi, Peter G.; Hall, Caroline B.; Podsiad, Amy B; Iwane, Marika; Williams, John V.",Journal of Medical Virology,10.1002/jmv.21443
Acceptability of A/H1N1 vaccination during pandemic phase of influenza A/H1N1 in Hong Kong: population based cross sectional survey,,"Lau, Joseph T F; Yeung, Nelson C Y; Choi, K C; Cheng, Mabel Y M; Tsui, H Y; Griffiths, Sian",BMJ,10.1136/bmj.b4164
The infection of primary avian tracheal epithelial cells with infectious bronchitis virus,,"Shen, Ching-I; Wang, Ching-Ho; Liao, Jiunn-Wang; Hsu, Tien-Wang; Kuo, Shu-Ming; Su, Hong-Lin",Vet Res,10.1051/vetres/2009054
Analysis of virion associated host proteins in vesicular stomatitis virus using a proteomics approach,,"Moerdyk-Schauwecker, Megan; Hwang, Sun-Il; Grdzelishvili, Valery Z",Virol J,10.1186/1743-422x-6-166
Using Dynamic Stochastic Modelling to Estimate Population Risk Factors in Infectious Disease: The Example of FIV in 15 Cat Populations,,"Fouchet, David; Leblanc, Guillaume; Sauvage, Frank; Guiserix, Micheline; Poulet, Hervé; Pontier, Dominique",PLoS One,10.1371/journal.pone.0007377
Multiplex primer prediction software for divergent targets,,"Gardner, Shea N.; Hiddessen, Amy L.; Williams, Peter L.; Hara, Christine; Wagner, Mark C.; Colston, Bill W.",Nucleic Acids Res,10.1093/nar/gkp659
Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,,"Kenworthy, Rachael; Lambert, Diana; Yang, Feng; Wang, Nan; Chen, Zihong; Zhu, Haizhen; Zhu, Fanxiu; Liu, Chen; Li, Kui; Tang, Hengli",Nucleic Acids Res,10.1093/nar/gkp714
"Comparative study of synonymous codon usage variations between the nucleocapsid and spike genes of coronavirus, and C-type lectin domain genes of human and mouse",,"Ahn, Insung; Jeong, Byeong-Jin; Son, Hyeon Seok",Experimental and Molecular Medicine,10.3858/emm.2009.41.10.081
Cleavage of the SARS Coronavirus Spike Glycoprotein by Airway Proteases Enhances Virus Entry into Human Bronchial Epithelial Cells In Vitro,,"Kam, Yiu-Wing; Okumura, Yuushi; Kido, Hiroshi; Ng, Lisa F. P.; Bruzzone, Roberto; Altmeyer, Ralf",PLoS One,10.1371/journal.pone.0007870
The early diversification of influenza A/H1N1pdm,,"Nelson, Martha; Spiro, David; Wentworth, David; Fan, Jiang; Beck, Eric; St. George, Kirsten; Ghedin, Elodie; Halpin, Rebecca; Bera, Jayati; Hine, Erin; Proudfoot, Kathleen; Stockwell, Tim; Lin, Xudong; Griesemer, Sara; Bose, Michael; Jurgens, Lisa; Kumar, Swati; Viboud, Cecile; Holmes, Edward; Henrickson, Kelly",PLoS Curr,10.1371/currents.rrn1126
MicroRNome Analysis Unravels the Molecular Basis of SARS Infection in Bronchoalveolar Stem Cells,,"Mallick, Bibekanand; Ghosh, Zhumur; Chakrabarti, Jayprokas",PLoS One,10.1371/journal.pone.0007837
Host-pathogen interactions during coronavirus infection of primary alveolar epithelial cells,,"Miura, Tanya A.; Holmes, Kathryn V.",Journal of Leukocyte Biology,10.1189/jlb.0209078
Towards a small animal model for hepatitis C,,"Ploss, Alexander; Rice, Charles M.",EMBO reports,10.1038/embor.2009.223
Integrated Blood Barcode Chips,,"Fan, Rong; Vermesh, Ophir; Srivastava, Alok; Yen, Brian K.H.; Qin, Lidong; Ahmad, Habib; Kwong, Gabriel A.; Liu, Chao-Chao; Gould, Juliane; Hood, Leroy; Heath, James R.",Nat Biotechnol,10.1038/nbt.1507
Hospital design for better infection control,,"Lateef, Fatimah",J Emerg Trauma Shock,10.4103/0974-2700.55329
Taipei's Use of a Multi-Channel Mass Risk Communication Program to Rapidly Reverse an Epidemic of Highly Communicable Disease,,"Yen, Muh-Yong; Wu, Tsung-Shu Joseph; Chiu, Allen Wen-Hsiang; Wong, Wing-Wai; Wang, Po-En; Chan, Ta-Chien; King, Chwan-Chuen",PLoS One,10.1371/journal.pone.0007962
Experimental infection in calves with a specific subtype of verocytotoxin-producing Escherichia coli O157:H7 of bovine origin,,"Jonsson, Malin E; Eriksson, Erik; Boqvist, Sofia; Urdahl, Anne Margrete; Aspán, Anna",Acta Vet Scand,10.1186/1751-0147-51-43
NMR assignment of the nonstructural protein nsp3(1066–1181) from SARS-CoV,,"Serrano, Pedro; Johnson, Margaret A.; Chatterjee, Amarnath; Pedrini, Bill; Wüthrich, Kurt",Biomolecular NMR Assignments,10.1007/s12104-008-9104-x
Conformational changes in redox pairs of protein structures,,"Fan, Samuel W; George, Richard A; Haworth, Naomi L; Feng, Lina L; Liu, Jason Y; Wouters, Merridee A",Protein Science,10.1002/pro.175
Immunoglobulin Superfamily Virus Receptors and the Evolution of Adaptive Immunity,,"Dermody, Terence S.; Kirchner, Eva; Guglielmi, Kristen M.; Stehle, Thilo",PLoS Pathog,10.1371/journal.ppat.1000481
Peptide-Mediated Cellular Delivery of Oligonucleotide-Based Therapeutics In Vitro: Quantitative Evaluation of Overall Efficacy Employing Easy to Handle Reporter Systems,,"Laufer, S.D; Restle, T",Curr Pharm Des,10.2174/138161208786898806
"A Novel Enediynyl Peptide Inhibitor of Furin That Blocks Processing of proPDGF-A, B and proVEGF-C",,"Basak, Ajoy; Khatib, Abdel-Majid; Mohottalage, Dayani; Basak, Sarmistha; Kolajova, Maria; Bag, Subhendu Sekhar; Basak, Amit",PLoS One,10.1371/journal.pone.0007700
A shifty stop for a hairy tail,,"Olia, Adam S.; Cingolani, Gino",Molecular Microbiology,10.1111/j.1365-2958.2008.06434.x
Viral adaptation to host: a proteome-based analysis of codon usage and amino acid preferences,,"Bahir, Iris; Fromer, Menachem; Prat, Yosef; Linial, Michal",Mol Syst Biol,10.1038/msb.2009.71
The CEACAM1 N-terminal Ig domain mediates cis- and trans-binding and is essential for allosteric rearrangements of CEACAM1 microclusters,,"Klaile, Esther; Vorontsova, Olga; Sigmundsson, Kristmundur; Müller, Mario M.; Singer, Bernhard B.; Öfverstedt, Lars-Göran; Svensson, Stina; Skoglund, Ulf; Öbrink, Björn",J Cell Biol,10.1083/jcb.200904149
"The ongoing H1N1 flu pandemic and the intensive care community: challenges, opportunities, and the duties of scientific societies and intensivists",,"Moreno, Rui P.; Rhodes, Andrew; Chiche, Jean-Daniel",Intensive Care Med,10.1007/s00134-009-1706-y
